Date;Country;Cases;Deaths;Population;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline;walking;driving;;
16/05/2021;Italy;6652;136;59641488;-30.0;-11.0;16.0;-22.0;-11.0;3.0;101.47;124.32;;
16/05/2021;Latvia;544;9;1907675;-5.0;16.0;155.0;-5.0;5.0;-7.0;81.22;102.62;;
16/05/2021;Lithuania;1249;4;2794090;-21.0;38.0;141.0;-10.0;13.0;-8.0;124.18;113.97;;
16/05/2021;Luxembourg;0;0;626108;-25.0;13.0;56.0;-10.0;-1.0;3.0;95.81;87.19;;
16/05/2021;Netherlands;4441;13;17407585;-27.0;4.0;61.0;-32.0;6.0;3.0;85.97;89.03;;
16/05/2021;Norway;0;0;5367580;-21.0;53.0;32.0;-32.0;-3.0;2.0;92.87;111.65;;
16/05/2021;Poland;2897;298;37958138;-16.0;13.0;66.0;-10.0;8.0;0.0;94.84;113.59;;
16/05/2021;Portugal;469;7;10295909;-19.0;1.0;-3.0;-30.0;-3.0;4.0;75.12;111.47;;
16/05/2021;Romania;729;72;19328838;-3.0;16.0;19.0;-10.0;-1.0;-5.0;109.09;111.37;;
16/05/2021;Slovakia;377;35;5457873;5.0;15.0;38.0;-10.0;1.0;0.0;101.36;113.23;;
16/05/2021;Slovenia;494;5;2095861;-34.0;-79.0;28.0;-13.0;-9.0;3.0;106.57;112.98;;
16/05/2021;Spain;0;0;47332614;-27.0;8.0;8.0;-21.0;-10.0;-1.0;90.14;121.8;;
16/05/2021;Sweden;1408;13;10327589;-12.0;-3.0;87.0;-31.0;2.0;0.0;94.93;148.22;;
17/05/2021;Austria;676;6;8901064;-29.0;8.0;-6.0;-22.0;-17.0;5.0;83.98;107.9;;
17/05/2021;Belgium;3630;24;11522440;-16.0;15.0;30.0;-21.0;-20.0;9.0;97.48;106.8;;
17/05/2021;Bulgaria;151;9;6951482;-10.0;19.0;19.0;14.0;-15.0;-2.0;120.63;96.31;;
17/05/2021;Croatia;480;21;4058165;-6.0;20.0;50.0;-15.0;-8.0;1.0;146.84;123.64;;
17/05/2021;Czechia;259;12;10693939;-16.0;22.0;8.0;-8.0;-15.0;5.0;67.7;110.99;;
17/05/2021;Denmark;964;0;5822763;5.0;3.0;119.0;-24.0;-20.0;5.0;130.5;130.18;;
17/05/2021;Estonia;153;0;1328976;-5.0;15.0;32.0;-14.0;-17.0;3.0;98.67;108.63;;
17/05/2021;Finland;227;0;5525292;-4.0;12.0;86.0;-34.0;-18.0;5.0;103.12;123.55;;
17/05/2021;France;2304;81;67320216;-35.0;8.0;28.0;-18.0;-23.0;7.0;73.56;109.0;;
17/05/2021;Germany;5412;64;83166711;-28.0;10.0;38.0;-26.0;-21.0;8.0;102.88;106.29;;
17/05/2021;Greece;1259;50;10718565;-3.0;30.0;94.0;-21.0;-19.0;0.0;129.23;122.25;;
17/05/2021;Hungary;426;38;9769526;-11.0;9.0;-3.0;-18.0;-18.0;6.0;69.67;111.07;;
17/05/2021;Ireland;374;0;4964440;-14.0;18.0;52.0;-43.0;-32.0;9.0;60.65;90.66;;
17/05/2021;Italy;5748;93;59641488;-13.0;9.0;32.0;-23.0;-14.0;5.0;83.53;107.53;;
17/05/2021;Latvia;381;9;1907675;-12.0;5.0;52.0;-28.0;-30.0;6.0;88.31;92.0;;
17/05/2021;Lithuania;812;15;2794090;-17.0;39.0;86.0;-14.0;-20.0;3.0;121.97;102.09;;
17/05/2021;Luxembourg;106;0;626108;-19.0;9.0;21.0;-19.0;-21.0;9.0;98.36;97.14;;
17/05/2021;Netherlands;4433;13;17407585;-17.0;6.0;56.0;-40.0;-28.0;9.0;85.41;93.16;;
17/05/2021;Norway;0;0;5367580;-58.0;-75.0;96.0;-46.0;-82.0;15.0;101.07;96.39;;
17/05/2021;Poland;2168;55;37958138;-3.0;12.0;51.0;-16.0;-13.0;2.0;109.15;116.7;;
17/05/2021;Portugal;334;1;10295909;-7.0;25.0;18.0;-27.0;-13.0;6.0;79.99;100.2;;
17/05/2021;Romania;565;38;19328838;-7.0;18.0;5.0;-13.0;-19.0;-2.0;128.37;104.12;;
17/05/2021;Slovakia;386;21;5457873;-12.0;18.0;-4.0;-15.0;-16.0;4.0;110.2;103.03;;
17/05/2021;Slovenia;296;6;2095861;-10.0;10.0;16.0;-10.0;-10.0;5.0;121.52;103.87;;
17/05/2021;Spain;11061;93;47332614;-19.0;3.0;24.0;-15.0;-18.0;4.0;88.69;105.23;;
17/05/2021;Sweden;2109;9;10327589;-10.0;5.0;74.0;-33.0;-24.0;7.0;105.48;123.64;;
18/05/2021;Austria;391;15;8901064;-30.0;13.0;22.0;-18.0;-16.0;5.0;90.47;111.35;;
18/05/2021;Belgium;3295;17;11522440;-10.0;18.0;66.0;-17.0;-19.0;9.0;104.37;108.15;;
18/05/2021;Bulgaria;677;84;6951482;-8.0;23.0;32.0;20.0;-15.0;-2.0;139.21;108.34;;
18/05/2021;Croatia;116;30;4058165;1.0;23.0;84.0;-8.0;-6.0;0.0;158.72;124.55;;
18/05/2021;Czechia;1120;20;10693939;-11.0;27.0;34.0;-3.0;-15.0;4.0;72.14;115.43;;
18/05/2021;Denmark;836;1;5822763;6.0;6.0;129.0;-21.0;-18.0;5.0;134.56;133.12;;
18/05/2021;Estonia;294;7;1328976;-7.0;14.0;21.0;-15.0;-17.0;4.0;102.08;114.18;;
18/05/2021;Finland;144;4;5525292;-5.0;12.0;86.0;-33.0;-17.0;6.0;106.03;126.98;;
18/05/2021;France;19775;196;67320216;-35.0;9.0;30.0;-19.0;-22.0;8.0;77.83;109.27;;
18/05/2021;Germany;4209;221;83166711;-29.0;10.0;50.0;-26.0;-20.0;9.0;105.04;108.15;;
18/05/2021;Greece;1395;56;10718565;-8.0;30.0;69.0;-24.0;-18.0;0.0;134.99;124.78;;
18/05/2021;Hungary;382;64;9769526;-3.0;15.0;39.0;-11.0;-17.0;4.0;80.37;112.15;;
18/05/2021;Ireland;379;0;4964440;-15.0;19.0;57.0;-43.0;-31.0;9.0;63.13;94.34;;
18/05/2021;Italy;3454;140;59641488;-11.0;11.0;38.0;-21.0;-14.0;5.0;86.1;109.54;;
18/05/2021;Latvia;147;3;1907675;-18.0;3.0;28.0;-33.0;-30.0;7.0;73.76;92.21;;
18/05/2021;Lithuania;527;9;2794090;-22.0;39.0;41.0;-17.0;-20.0;4.0;124.89;107.02;;
18/05/2021;Luxembourg;162;2;626108;-19.0;12.0;20.0;-15.0;-21.0;8.0;113.19;104.39;;
18/05/2021;Netherlands;2828;7;17407585;-11.0;15.0;106.0;-38.0;-26.0;9.0;94.39;96.84;;
18/05/2021;Norway;982;0;5367580;-3.0;16.0;46.0;-31.0;-23.0;6.0;104.53;119.04;;
18/05/2021;Poland;1111;11;37958138;-7.0;14.0;39.0;-17.0;-13.0;4.0;105.6;120.31;;
18/05/2021;Portugal;199;2;10295909;-9.0;22.0;2.0;-27.0;-13.0;6.0;77.47;100.88;;
18/05/2021;Romania;392;48;19328838;-10.0;17.0;-12.0;-16.0;-18.0;-1.0;131.83;105.54;;
18/05/2021;Slovakia;552;14;5457873;-7.0;23.0;40.0;-9.0;-14.0;2.0;123.72;107.6;;
18/05/2021;Slovenia;114;3;2095861;-4.0;11.0;58.0;0.0;-8.0;3.0;135.39;108.96;;
18/05/2021;Spain;3988;70;47332614;-19.0;8.0;14.0;-15.0;-14.0;4.0;90.26;105.98;;
18/05/2021;Sweden;4646;9;10327589;-6.0;7.0;129.0;-29.0;-22.0;6.0;110.96;125.42;;
19/05/2021;Austria;630;11;8901064;-21.0;14.0;3.0;-17.0;-16.0;4.0;100.23;114.36;;
19/05/2021;Belgium;3178;25;11522440;-14.0;15.0;41.0;-18.0;-17.0;9.0;108.26;112.42;;
19/05/2021;Bulgaria;457;36;6951482;-1.0;25.0;63.0;21.0;-21.0;-2.0;141.56;108.59;;
19/05/2021;Croatia;491;27;4058165;-10.0;23.0;29.0;-21.0;-9.0;3.0;141.65;130.58;;
19/05/2021;Czechia;1195;15;10693939;-14.0;26.0;24.0;-5.0;-14.0;5.0;74.46;118.51;;
19/05/2021;Denmark;916;0;5822763;4.0;4.0;125.0;-24.0;-17.0;5.0;136.4;135.61;;
19/05/2021;Estonia;257;3;1328976;-8.0;16.0;28.0;-14.0;-17.0;4.0;104.84;112.67;;
19/05/2021;Finland;149;5;5525292;-7.0;11.0;90.0;-34.0;-16.0;6.0;106.0;126.07;;
19/05/2021;France;15502;228;67320216;-13.0;16.0;37.0;-13.0;-20.0;5.0;99.94;119.18;;
19/05/2021;Germany;11040;284;83166711;-26.0;10.0;67.0;-25.0;-20.0;8.0;106.23;109.52;;
19/05/2021;Greece;2781;63;10718565;-6.0;33.0;82.0;-25.0;-18.0;0.0;134.21;124.02;;
19/05/2021;Hungary;633;52;9769526;-9.0;14.0;13.0;-14.0;-16.0;5.0;73.86;114.48;;
19/05/2021;Ireland;364;0;4964440;-17.0;21.0;70.0;-41.0;-32.0;9.0;68.47;97.4;;
19/05/2021;Italy;4449;201;59641488;-14.0;11.0;29.0;-22.0;-14.0;5.0;89.15;112.49;;
19/05/2021;Latvia;563;11;1907675;-13.0;7.0;63.0;-26.0;-28.0;6.0;98.65;98.6;;
19/05/2021;Lithuania;732;14;2794090;-20.0;38.0;65.0;-15.0;-20.0;4.0;132.44;107.99;;
19/05/2021;Luxembourg;49;0;626108;-23.0;9.0;10.0;-16.0;-20.0;8.0;113.74;103.97;;
19/05/2021;Netherlands;5313;17;17407585;-17.0;7.0;68.0;-37.0;-24.0;8.0;92.18;98.57;;
19/05/2021;Norway;201;0;5367580;-3.0;11.0;60.0;-32.0;-21.0;6.0;111.62;117.48;;
19/05/2021;Poland;1734;245;37958138;-3.0;16.0;57.0;-15.0;-12.0;2.0;110.81;119.4;;
19/05/2021;Portugal;386;2;10295909;-6.0;23.0;22.0;-25.0;-12.0;5.0;83.64;103.26;;
19/05/2021;Romania;681;91;19328838;-4.0;22.0;8.0;-9.0;-16.0;-3.0;132.53;105.12;;
19/05/2021;Slovakia;19;10;5457873;-9.0;22.0;29.0;-12.0;-13.0;4.0;116.07;109.44;;
19/05/2021;Slovenia;497;4;2095861;-13.0;13.0;-8.0;-13.0;-9.0;6.0;136.05;113.65;;
19/05/2021;Spain;6080;66;47332614;-19.0;9.0;18.0;-17.0;-13.0;4.0;91.96;108.68;;
19/05/2021;Sweden;3409;7;10327589;-7.0;8.0;115.0;-30.0;-22.0;6.0;110.92;127.34;;
20/05/2021;Austria;866;13;8901064;-22.0;15.0;17.0;-19.0;-16.0;4.0;102.76;117.97;;
20/05/2021;Belgium;2441;16;11522440;-13.0;15.0;61.0;-19.0;-18.0;9.0;108.26;111.09;;
20/05/2021;Bulgaria;361;37;6951482;-6.0;26.0;28.0;13.0;-16.0;-2.0;133.63;108.44;;
20/05/2021;Croatia;1000;27;4058165;-1.0;25.0;70.0;-13.0;-7.0;1.0;170.1;139.51;;
20/05/2021;Czechia;788;19;10693939;-13.0;28.0;30.0;-10.0;-13.0;4.0;75.59;123.6;;
20/05/2021;Denmark;1088;2;5822763;6.0;7.0;122.0;-25.0;-17.0;4.0;136.63;136.49;;
20/05/2021;Estonia;327;0;1328976;-9.0;15.0;28.0;-21.0;-17.0;4.0;111.15;118.69;;
20/05/2021;Finland;289;0;5525292;-7.0;12.0;99.0;-36.0;-15.0;5.0;108.77;132.14;;
20/05/2021;France;13665;141;67320216;-15.0;18.0;48.0;-14.0;-20.0;5.0;99.41;117.48;;
20/05/2021;Germany;12298;237;83166711;-26.0;13.0;73.0;-26.0;-19.0;8.0;112.17;112.0;;
20/05/2021;Greece;2292;53;10718565;-6.0;41.0;70.0;-26.0;-18.0;0.0;132.79;125.18;;
20/05/2021;Hungary;780;51;9769526;-7.0;17.0;16.0;-18.0;-17.0;5.0;80.24;117.59;;
20/05/2021;Ireland;525;0;4964440;-28.0;16.0;-12.0;-53.0;-33.0;13.0;55.9;93.27;;
20/05/2021;Italy;5500;149;59641488;-11.0;13.0;38.0;-24.0;-13.0;4.0;95.29;115.97;;
20/05/2021;Latvia;609;18;1907675;-16.0;11.0;45.0;-31.0;-28.0;7.0;98.88;96.45;;
20/05/2021;Lithuania;974;10;2794090;-18.0;41.0;52.0;-16.0;-20.0;3.0;140.91;113.78;;
20/05/2021;Luxembourg;159;0;626108;-18.0;11.0;43.0;-14.0;-18.0;7.0;117.21;100.69;;
20/05/2021;Netherlands;4549;15;17407585;-13.0;13.0;76.0;-39.0;-25.0;8.0;100.18;100.28;;
20/05/2021;Norway;313;7;5367580;0.0;17.0;66.0;-35.0;-20.0;6.0;111.27;123.11;;
20/05/2021;Poland;2337;330;37958138;0.0;21.0;86.0;-15.0;-11.0;2.0;121.42;123.64;;
20/05/2021;Portugal;511;2;10295909;-3.0;26.0;32.0;-28.0;-16.0;6.0;86.91;107.95;;
20/05/2021;Romania;707;54;19328838;-12.0;16.0;-21.0;-22.0;-17.0;0.0;118.21;106.59;;
20/05/2021;Slovakia;512;14;5457873;-4.0;25.0;40.0;-14.0;-13.0;3.0;128.25;112.32;;
20/05/2021;Slovenia;532;4;2095861;-2.0;12.0;60.0;-4.0;-7.0;2.0;149.8;121.63;;
20/05/2021;Spain;5733;33;47332614;-16.0;11.0;23.0;-18.0;-13.0;3.0;96.81;113.3;;
20/05/2021;Sweden;3165;12;10327589;-5.0;13.0;94.0;-34.0;-21.0;7.0;109.62;129.38;;
21/05/2021;Austria;603;8;8901064;-21.0;17.0;40.0;-12.0;-14.0;2.0;118.04;135.26;;
21/05/2021;Belgium;2465;18;11522440;-20.0;21.0;49.0;-17.0;-16.0;9.0;118.5;121.26;;
21/05/2021;Bulgaria;368;31;6951482;-8.0;26.0;21.0;12.0;-21.0;-2.0;152.44;129.08;;
21/05/2021;Croatia;695;36;4058165;-1.0;30.0;96.0;-7.0;-5.0;-1.0;198.07;174.51;;
21/05/2021;Czechia;672;23;10693939;-19.0;26.0;24.0;-6.0;-13.0;4.0;80.11;131.2;;
21/05/2021;Denmark;1214;1;5822763;1.0;5.0;122.0;-24.0;-17.0;4.0;152.44;150.88;;
21/05/2021;Estonia;225;3;1328976;-13.0;16.0;35.0;-19.0;-16.0;3.0;131.98;142.35;;
21/05/2021;Finland;259;0;5525292;-11.0;10.0;72.0;-42.0;-15.0;6.0;112.29;151.6;;
21/05/2021;France;12536;133;67320216;-20.0;15.0;34.0;-9.0;-21.0;6.0;103.32;134.98;;
21/05/2021;Germany;8769;226;83166711;-28.0;16.0;59.0;-26.0;-19.0;8.0;117.7;127.69;;
21/05/2021;Greece;1886;54;10718565;-8.0;32.0;68.0;-22.0;-18.0;0.0;153.61;133.27;;
21/05/2021;Hungary;657;47;9769526;2.0;25.0;67.0;-7.0;-16.0;2.0;93.33;133.15;;
21/05/2021;Ireland;446;0;4964440;-27.0;21.0;6.0;-47.0;-31.0;11.0;66.59;108.34;;
21/05/2021;Italy;5736;164;59641488;-12.0;14.0;40.0;-21.0;-14.0;4.0;109.64;129.98;;
21/05/2021;Latvia;497;3;1907675;-12.0;14.0;60.0;-25.0;-26.0;5.0;103.41;110.5;;
21/05/2021;Lithuania;915;19;2794090;-22.0;41.0;82.0;-10.0;-18.0;2.0;166.66;134.7;;
21/05/2021;Luxembourg;67;1;626108;-21.0;16.0;71.0;-14.0;-20.0;8.0;120.37;113.06;;
21/05/2021;Netherlands;4623;18;17407585;-19.0;13.0;76.0;-36.0;-22.0;7.0;104.42;110.39;;
21/05/2021;Norway;478;0;5367580;-4.0;14.0;70.0;-29.0;-19.0;4.0;115.83;138.19;;
21/05/2021;Poland;2090;250;37958138;-3.0;21.0;79.0;-11.0;-10.0;1.0;144.46;138.5;;
21/05/2021;Portugal;451;1;10295909;-9.0;26.0;16.0;-24.0;-12.0;5.0;102.06;125.03;;
21/05/2021;Romania;618;61;19328838;2.0;30.0;13.0;-4.0;3.0;-5.0;155.18;127.23;;
21/05/2021;Slovakia;347;10;5457873;-4.0;25.0;79.0;-7.0;-10.0;2.0;136.81;120.15;;
21/05/2021;Slovenia;364;4;2095861;-4.0;12.0;77.0;3.0;-8.0;1.0;166.11;153.53;;
21/05/2021;Spain;4792;19;47332614;-19.0;11.0;20.0;-16.0;-14.0;2.0;118.21;136.16;;
21/05/2021;Sweden;2319;12;10327589;-10.0;4.0;83.0;-33.0;-21.0;6.0;116.09;137.54;;
22/05/2021;Austria;671;12;8901064;-19.0;12.0;23.0;-21.0;-7.0;2.0;115.74;115.46;;
22/05/2021;Belgium;1438;18;11522440;-27.0;15.0;7.0;-25.0;-1.0;8.0;135.01;113.26;;
22/05/2021;Bulgaria;362;27;6951482;-4.0;15.0;52.0;19.0;-5.0;-9.0;159.56;137.39;;
22/05/2021;Croatia;525;28;4058165;-5.0;22.0;98.0;-10.0;-2.0;-3.0;200.32;176.67;;
22/05/2021;Czechia;684;22;10693939;-20.0;25.0;42.0;-2.0;6.0;0.0;79.36;111.77;;
22/05/2021;Denmark;1351;0;5822763;-2.0;8.0;98.0;-23.0;4.0;1.0;146.5;131.46;;
22/05/2021;Estonia;180;5;1328976;-16.0;15.0;49.0;-15.0;2.0;-2.0;130.84;133.96;;
22/05/2021;Finland;211;1;5525292;-13.0;10.0;98.0;-35.0;7.0;2.0;128.51;137.47;;
22/05/2021;France;17249;123;67320216;-21.0;10.0;46.0;-4.0;-8.0;2.0;114.24;126.8;;
22/05/2021;Germany;7082;170;83166711;-36.0;10.0;56.0;-26.0;0.0;5.0;123.16;111.29;;
22/05/2021;Greece;1982;56;10718565;-14.0;19.0;79.0;-18.0;-10.0;-1.0;162.65;136.53;;
22/05/2021;Hungary;647;48;9769526;-2.0;31.0;47.0;-4.0;5.0;-1.0;78.52;115.64;;
22/05/2021;Ireland;533;0;4964440;-26.0;25.0;65.0;-32.0;-11.0;3.0;83.2;110.49;;
22/05/2021;Italy;5215;218;59641488;-15.0;4.0;43.0;-16.0;-10.0;2.0;144.46;140.44;;
22/05/2021;Latvia;477;8;1907675;-14.0;12.0;70.0;-16.0;0.0;-3.0;93.73;109.33;;
22/05/2021;Lithuania;679;6;2794090;-26.0;39.0;79.0;-18.0;9.0;-5.0;130.2;107.57;;
22/05/2021;Luxembourg;80;1;626108;-19.0;21.0;61.0;-14.0;-2.0;3.0;133.94;105.75;;
22/05/2021;Netherlands;4142;12;17407585;-25.0;13.0;44.0;-37.0;3.0;5.0;112.2;96.19;;
22/05/2021;Norway;505;0;5367580;-17.0;1.0;67.0;-32.0;-4.0;2.0;105.52;113.12;;
22/05/2021;Poland;1680;191;37958138;-10.0;11.0;56.0;-11.0;7.0;0.0;121.83;117.96;;
22/05/2021;Portugal;559;3;10295909;-15.0;9.0;16.0;-25.0;-4.0;3.0;114.84;133.68;;
22/05/2021;Romania;484;49;19328838;-10.0;10.0;30.0;-6.0;1.0;-6.0;148.5;117.96;;
22/05/2021;Slovakia;354;8;5457873;-13.0;14.0;19.0;-17.0;1.0;2.0;112.6;101.43;;
22/05/2021;Slovenia;331;6;2095861;-7.0;19.0;34.0;2.0;-1.0;1.0;128.57;129.98;;
22/05/2021;Spain;0;0;47332614;-25.0;0.0;21.0;-19.0;-9.0;1.0;128.48;133.31;;
22/05/2021;Sweden;1909;9;10327589;-14.0;5.0;93.0;-29.0;6.0;2.0;114.97;132.01;;
23/05/2021;Austria;626;8;8901064;-35.0;0.0;19.0;-26.0;-15.0;3.0;88.92;104.88;;
23/05/2021;Belgium;777;11;11522440;-10.0;16.0;104.0;-8.0;5.0;3.0;133.62;102.91;;
23/05/2021;Bulgaria;148;13;6951482;9.0;13.0;136.0;20.0;-1.0;-10.0;135.42;123.91;;
23/05/2021;Croatia;518;27;4058165;-6.0;17.0;74.0;-8.0;-1.0;-2.0;169.65;165.82;;
23/05/2021;Czechia;335;8;10693939;-16.0;18.0;34.0;-7.0;6.0;0.0;61.71;115.83;;
23/05/2021;Denmark;751;2;5822763;-21.0;-14.0;120.0;-26.0;-4.0;1.0;118.9;120.69;;
23/05/2021;Estonia;103;0;1328976;-15.0;11.0;52.0;-20.0;-2.0;-2.0;102.53;118.38;;
23/05/2021;Finland;248;2;5525292;-15.0;6.0;98.0;-40.0;7.0;1.0;104.31;134.96;;
23/05/2021;France;12611;89;67320216;-8.0;35.0;94.0;-9.0;-1.0;0.0;87.22;108.26;;
23/05/2021;Germany;6714;82;83166711;-29.0;34.0;121.0;-19.0;1.0;2.0;117.73;107.79;;
23/05/2021;Greece;1503;37;10718565;-6.0;60.0;119.0;-8.0;-9.0;-3.0;144.28;147.83;;
23/05/2021;Hungary;416;44;9769526;-35.0;-68.0;39.0;-24.0;-10.0;2.0;58.34;103.21;;
23/05/2021;Ireland;382;0;4964440;-33.0;10.0;10.0;-45.0;-14.0;6.0;55.58;96.36;;
23/05/2021;Italy;4714;125;59641488;-18.0;-8.0;48.0;-14.0;-6.0;0.0;119.43;145.49;;
23/05/2021;Latvia;441;14;1907675;-16.0;8.0;72.0;-26.0;0.0;-2.0;74.47;90.07;;
23/05/2021;Lithuania;1013;12;2794090;-31.0;31.0;72.0;-23.0;9.0;-4.0;112.05;101.72;;
23/05/2021;Luxembourg;62;1;626108;-10.0;26.0;152.0;-10.0;-1.0;1.0;105.23;81.4;;
23/05/2021;Netherlands;3161;19;17407585;-25.0;-13.0;109.0;-29.0;4.0;3.0;100.88;83.6;;
23/05/2021;Norway;0;0;5367580;-29.0;17.0;36.0;-41.0;-5.0;4.0;81.43;107.14;;
23/05/2021;Poland;1515;191;37958138;-10.0;11.0;95.0;-7.0;10.0;-1.0;106.12;118.08;;
23/05/2021;Portugal;523;0;10295909;-16.0;2.0;15.0;-28.0;-2.0;2.0;91.57;123.04;;
23/05/2021;Romania;455;59;19328838;1.0;16.0;71.0;-4.0;2.0;-8.0;133.46;121.36;;
23/05/2021;Slovakia;464;6;5457873;-16.0;7.0;-6.0;-24.0;-2.0;3.0;95.96;104.33;;
23/05/2021;Slovenia;383;4;2095861;-44.0;-81.0;-9.0;-25.0;-13.0;4.0;106.06;109.91;;
23/05/2021;Spain;0;0;47332614;-31.0;6.0;-7.0;-26.0;-11.0;2.0;90.22;116.79;;
23/05/2021;Sweden;620;11;10327589;-15.0;-2.0;47.0;-39.0;2.0;3.0;94.64;130.93;;
24/05/2021;Austria;520;3;8901064;-57.0;-84.0;43.0;-49.0;-81.0;20.0;87.92;121.4;;
24/05/2021;Belgium;896;19;11522440;-44.0;-49.0;54.0;-54.0;-79.0;23.0;97.08;108.23;;
24/05/2021;Bulgaria;81;9;6951482;-1.0;10.0;108.0;-10.0;-63.0;2.0;152.67;120.31;;
24/05/2021;Croatia;251;20;4058165;-1.0;28.0;70.0;-12.0;-7.0;1.0;191.88;167.48;;
24/05/2021;Czechia;199;8;10693939;-10.0;26.0;36.0;0.0;-13.0;3.0;75.91;120.7;;
24/05/2021;Denmark;835;0;5822763;-29.0;-17.0;210.0;-42.0;-79.0;16.0;120.5;131.0;;
24/05/2021;Estonia;77;1;1328976;1.0;16.0;69.0;-13.0;-16.0;3.0;122.88;121.67;;
24/05/2021;Finland;121;0;5525292;-3.0;12.0;111.0;-33.0;-17.0;5.0;126.66;134.09;;
24/05/2021;France;9704;70;67320216;-25.0;-22.0;64.0;-36.0;-75.0;17.0;79.87;123.34;;
24/05/2021;Germany;2682;43;83166711;-53.0;-85.0;212.0;-46.0;-82.0;20.0;125.24;125.48;;
24/05/2021;Greece;875;38;10718565;-1.0;34.0;107.0;-20.0;-17.0;-1.0;142.16;131.73;;
24/05/2021;Hungary;258;41;9769526;-44.0;-74.0;124.0;-47.0;-81.0;20.0;72.27;128.09;;
24/05/2021;Ireland;445;0;4964440;-18.0;19.0;64.0;-44.0;-32.0;9.0;63.89;94.51;;
24/05/2021;Italy;3993;72;59641488;-19.0;5.0;-1.0;-29.0;-15.0;6.0;83.24;114.84;;
24/05/2021;Latvia;233;3;1907675;-12.0;5.0;75.0;-27.0;-29.0;5.0;106.93;96.85;;
24/05/2021;Lithuania;473;12;2794090;-15.0;39.0;116.0;-12.0;-19.0;2.0;144.51;111.29;;
24/05/2021;Luxembourg;0;0;626108;-60.0;-66.0;30.0;-61.0;-85.0;27.0;81.73;79.22;;
24/05/2021;Netherlands;3418;7;17407585;-10.0;-8.0;71.0;-57.0;-79.0;19.0;88.82;97.47;;
24/05/2021;Norway;0;0;5367580;-58.0;-71.0;118.0;-50.0;-80.0;17.0;95.53;129.61;;
24/05/2021;Poland;1076;46;37958138;3.0;18.0;91.0;-10.0;-12.0;1.0;118.56;126.22;;
24/05/2021;Portugal;413;0;10295909;-9.0;24.0;7.0;-29.0;-14.0;7.0;99.21;112.3;;
24/05/2021;Romania;307;56;19328838;-8.0;16.0;14.0;-13.0;-19.0;-2.0;139.68;108.48;;
24/05/2021;Slovakia;376;6;5457873;-4.0;22.0;30.0;-10.0;-13.0;4.0;112.46;108.22;;
24/05/2021;Slovenia;159;1;2095861;-12.0;13.0;-12.0;-14.0;-11.0;7.0;123.93;117.9;;
24/05/2021;Spain;11067;91;47332614;-16.0;5.0;25.0;-20.0;-21.0;4.0;93.55;112.59;;
24/05/2021;Sweden;1194;4;10327589;-7.0;4.0;80.0;-34.0;-22.0;7.0;103.9;126.26;;
25/05/2021;Austria;342;3;8901064;-18.0;31.0;13.0;-18.0;-17.0;4.0;107.32;126.26;;
25/05/2021;Belgium;2786;16;11522440;-14.0;33.0;23.0;-21.0;-20.0;9.0;96.42;111.44;;
25/05/2021;Bulgaria;81;17;6951482;-5.0;24.0;49.0;15.0;-23.0;-2.0;142.17;107.14;;
25/05/2021;Croatia;74;26;4058165;-1.0;24.0;97.0;-9.0;-6.0;1.0;194.49;157.83;;
25/05/2021;Czechia;686;13;10693939;-16.0;28.0;13.0;-3.0;-12.0;4.0;73.69;118.43;;
25/05/2021;Denmark;919;1;5822763;8.0;16.0;72.0;-22.0;-16.0;5.0;123.31;135.85;;
25/05/2021;Estonia;160;0;1328976;1.0;14.0;80.0;-9.0;-16.0;2.0;122.72;122.14;;
25/05/2021;Finland;93;1;5525292;-4.0;13.0;119.0;-32.0;-16.0;5.0;122.78;135.47;;
25/05/2021;France;2229;62;67320216;-16.0;23.0;43.0;-11.0;-20.0;5.0;92.68;118.29;;
25/05/2021;Germany;1911;33;83166711;-22.0;23.0;41.0;-28.0;-26.0;9.0;115.01;121.01;;
25/05/2021;Greece;1377;50;10718565;-7.0;34.0;80.0;-23.0;-17.0;0.0;142.53;134.26;;
25/05/2021;Hungary;164;21;9769526;3.0;34.0;35.0;-9.0;-17.0;3.0;81.83;116.34;;
25/05/2021;Ireland;349;0;4964440;-19.0;20.0;62.0;-44.0;-31.0;9.0;67.71;99.11;;
25/05/2021;Italy;2489;110;59641488;-8.0;13.0;45.0;-21.0;-13.0;4.0;95.85;115.35;;
25/05/2021;Latvia;134;2;1907675;-14.0;7.0;52.0;-28.0;-28.0;6.0;90.8;94.79;;
25/05/2021;Lithuania;833;24;2794090;-23.0;36.0;28.0;-18.0;-19.0;5.0;122.54;107.65;;
25/05/2021;Luxembourg;0;0;626108;-17.0;19.0;16.0;-25.0;-39.0;10.0;100.43;98.58;;
25/05/2021;Netherlands;2686;9;17407585;-11.0;19.0;57.0;-40.0;-26.0;8.0;89.57;101.41;;
25/05/2021;Norway;1618;1;5367580;6.0;29.0;48.0;-32.0;-20.0;5.0;109.94;124.65;;
25/05/2021;Poland;559;17;37958138;-2.0;21.0;41.0;-16.0;-13.0;4.0;111.33;121.13;;
25/05/2021;Portugal;241;1;10295909;-6.0;25.0;17.0;-26.0;-12.0;6.0;99.39;112.21;;
